NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.2,1.2,1.8,1.8,7.2,7.2,7.8,7.8,13.8,13.8,13.2,13.2
2.2,2.2,2.8,2.8,8.2,8.2,8.8,8.8,14.8,14.8,14.2,14.2
3.2,3.2,3.8,3.8,9.2,9.2,9.8,9.8,15.8,15.8,15.2,15.2
4.2,4.2,4.8,4.8,10.2,10.2,10.8,10.8,16.8,16.8,16.2,16.2
5.2,5.2,5.8,5.8,11.2,11.2,11.8,11.8,U,U,U,U
6.2,6.2,6.8,6.8,12.2,12.2,12.8,12.8,U,U,U,U
