NA,NA,NA,NA,NA,NA,NA,NA
NA,1.8,1.8,1.8,7.8,7.8,13.8,13.8
NA,2.8,2.8,2.8,8.8,8.8,14.8,14.8
NA,3.8,3.8,3.8,9.8,9.8,15.8,15.8
NA,4.8,4.8,4.8,10.8,10.8,16.8,16.8
NA,5.8,5.8,5.8,11.8,11.8,U,U
NA,6.8,6.8,6.8,12.8,12.8,U,U
