NA,NA,NA,NA,NA,NA,NA,NA
NA,1.2,1.2,1.2,7.2,7.2,13.2,13.2
NA,2.2,2.2,2.2,8.2,8.2,14.2,14.2
NA,3.2,3.2,3.2,9.2,9.2,15.2,15.2
NA,4.2,4.2,4.2,10.2,10.2,16.2,16.2
NA,5.2,5.2,5.2,11.2,11.2,U,U
NA,6.2,6.2,6.2,12.2,12.2,U,U
