,Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/CD39 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/LAG3 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Mean (LAG3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Mean (TIM3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Mean (PD1),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Mean (CD39),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Geometric Mean (LAG3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Mean (LAG3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Mean (TIM3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Mean (PD1),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Mean (CD39),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Geometric Mean (LAG3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Geometric Mean (TIM3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Geometric Mean (PD1),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Geometric Mean (CD39),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Geometric Mean (TIM3),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Geometric Mean (PD1),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Geometric Mean (CD39),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/PD1 | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q10: CD127+ , CD27+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q11: CD127+ , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q12: CD127- , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q1: CD45RO- , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q2: CD45RO+ , CD62L+ | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/TIM3 | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q12: CD127- , CD27- | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/TIM3 | Freq. of Parent (%),Lymphocytes | Count,beads | Count,"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q9: CD127- , CD27+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q8: CD62L- , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q7: CD62L+ , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q6: CD62L+ , CD25+ | Freq. of Parent (%)",Lymphocytes | Freq. of Parent (%),beads | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q5: CD62L- , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q4: CD45RO- , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q3: CD45RO+ , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q2: CD45RO+ , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q1: CD45RO- , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q12: CD127- , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q11: CD127+ , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/Q10: CD127+ , CD27+ | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/PD1 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/LAG3 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8/CD39 | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q11: CD127+ , CD27- | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/TIM3 | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q9: CD127- , CD27+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q8: CD62L- , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q7: CD62L+ , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q6: CD62L+ , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q5: CD62L- , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q4: CD45RO- , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q3: CD45RO+ , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q2: CD45RO+ , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q1: CD45RO- , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q12: CD127- , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q11: CD127+ , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q10: CD127+ , CD27+ | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/PD1 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/LAG3 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/CD39 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR | Freq. of Lymphocytes (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD8 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR/CD4 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live CAR | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr/CD8 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr/CD4 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr | Freq. of Lymphocytes (%),"Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q10: CD127+ , CD27+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q9: CD127- , CD27+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q8: CD62L- , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q7: CD62L+ , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q6: CD62L+ , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q5: CD62L- , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q4: CD45RO- , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q3: CD45RO+ , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q2: CD45RO+ , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/Q1: CD45RO- , CD62L+ | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/PD1 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/LAG3 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr/CD8/CD39 | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q3: CD45RO+ , CD62L- | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/TIM3 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr/CD4 | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q9: CD127- , CD27+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q8: CD62L- , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q7: CD62L+ , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q6: CD62L+ , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q5: CD62L- , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q4: CD45RO- , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q3: CD45RO+ , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q2: CD45RO+ , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q1: CD45RO- , CD62L+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q12: CD127- , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q11: CD127+ , CD27- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/Q10: CD127+ , CD27+ | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/PD1 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/LAG3 | Freq. of Parent (%),Lymphocytes/Single Cells/Single Cells/Live Untr/CD4/CD39 | Freq. of Parent (%),"Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q4: CD45RO- , CD62L- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q5: CD62L- , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q6: CD62L+ , CD25+ | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q7: CD62L+ , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q8: CD62L- , CD25- | Freq. of Parent (%)","Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/Q9: CD127- , CD27+ | Freq. of Parent (%)",Lymphocytes/Single Cells/Single Cells/Live CAR/CD4/TIM3 | Freq. of Parent (%),
20241115 TCSL248 Repstim-Plate_001-Group_001-B5 Well_013_Unmixed.fcs,75.5,23.8,5917,7090,8109,54264,971,15875,14423,14187,111926,1531,7827,8493,76456,3640,8336,16871,18.7,62.6,23.8,0.73,8.06,56.4,77.5,7.89,88.9,7824,3784,20.2,4.07,7.82,69.7,21.3,10.3,18.4,1.73,16.6,71.6,10.1,9.46,23.8,46.5,5.48,45.3,97.3,19.9,80.6,12.8,8.06,2.93,58.2,30.8,4.03,31.5,56.4,8.06,0.73,23.8,62.6,18.7,23.8,75.5,11.0,31.8,85.7,11.0,36.9,79.4,19.1,43.1,54.4,17.8,6.24,37.3,51.3,5.16,2.43,7.25,28.7,61.6,1.50,15.1,83.3,31.5,55.3,19.1,0,4.66,16.3,71.0,8.07,3.11,8.70,49.8,38.4,0,14.4,85.6,4.19,6.83,38.0,4.03,30.8,58.2,2.93,8.06,12.8,80.6,
20241115 TCSL248 Repstim-Plate_001-Group_001-B6 Well_014_Unmixed.fcs,77.2,25.7,1150,7184,9629,63818,956,8852,15900,10928,115970,1591,9130,8317,78777,3701,9340,19356,20.1,63.0,21.3,1.18,5.03,60.7,79.8,8.30,91.1,8024,3725,21.0,4.36,8.77,70.8,22.4,10.4,16.1,1.03,15.1,73.8,10.1,11.1,24.1,43.8,5.44,52.0,97.4,19.0,77.8,14.5,3.85,3.55,58.9,33.7,3.25,31.1,60.7,5.03,1.18,21.3,63.0,20.1,25.7,77.2,12.7,33.1,83.8,12.7,37.9,78.0,21.3,43.7,53.2,19.5,5.19,38.0,51.6,5.23,1.98,6.88,28.8,62.3,1.39,16.2,84.1,31.1,57.1,21.3,0,3.61,16.4,71.5,8.42,1.87,9.22,53.5,35.4,0,15.2,84.8,5.48,6.15,39.2,3.25,33.7,58.9,3.55,3.85,14.5,77.8,
20241115 TCSL248 Repstim-Plate_001-Group_001-B7 Well_015_Unmixed.fcs,67.5,18.0,1500,7139,10058,39907,667,12952,10083,11830,74122,1155,5972,7063,49186,3973,7495,10617,16.0,83.5,11.2,0.49,6.31,67.5,74.1,6.99,90.0,7805,3661,37.5,4.42,22.5,50.7,17.9,8.38,22.3,1.45,20.4,59.6,18.6,2.49,5.23,54.7,4.02,32.8,95.2,8.93,80.1,4.85,1.94,7.28,62.6,28.2,1.46,24.8,67.5,6.31,0.49,11.2,83.5,16.0,18.0,67.5,13.9,19.0,84.1,13.9,21.9,80.4,18.9,47.7,57.2,26.9,7.99,47.3,38.5,6.25,2.17,9.33,21.7,66.8,2.27,10.1,77.3,24.8,56.8,18.9,0.57,5.12,11.8,75.7,7.40,2.28,8.11,51.6,38.0,0,12.5,86.9,4.27,5.83,38.4,1.46,28.2,62.6,7.28,1.94,4.85,80.1,
20241115 TCSL248 Repstim-Plate_001-Group_001-B8 Well_016_Unmixed.fcs,75.9,22.9,1187,7922,10484,49921,820,14426,10923,12182,76787,1298,6451,7441,52002,4612,9537,16571,22.9,76.3,15.1,0,4.90,60.4,76.4,8.19,90.1,8422,3722,35.9,4.35,18.7,52.5,18.0,7.97,24.5,1.54,21.7,59.1,17.6,2.24,5.61,56.2,4.63,33.0,95.6,9.33,86.5,8.57,3.27,5.31,55.1,36.3,1.63,33.1,60.4,4.90,0,15.1,76.3,22.9,22.9,75.9,14.4,20.2,83.7,14.4,23.3,81.9,17.3,47.1,57.5,25.0,8.04,46.1,39.0,6.93,1.88,10.8,22.3,65.1,1.91,11.7,79.9,33.1,57.5,17.3,0.15,4.37,11.9,74.5,9.17,2.77,9.17,52.8,35.2,0.29,11.6,87.9,6.99,9.17,35.1,1.63,36.3,55.1,5.31,3.27,8.57,86.5,
20241115 TCSL248 Repstim-Plate_001-Group_001-C1 Well_017_Unmixed.fcs,73.2,25.7,1491,6880,12619,51982,908,23127,11806,19661,93537,1706,6414,8665,65011,3661,11624,15835,30.6,78.1,16.9,0,6.01,66.1,67.8,5.56,87.9,9387,3674,20.9,2.26,10.0,61.3,16.3,6.37,26.4,2.41,21.9,64.9,10.8,2.65,10.2,66.3,5.14,49.5,96.6,9.88,80.3,4.92,3.28,4.37,62.3,30.1,1.64,26.2,66.1,6.01,0,16.9,78.1,30.6,25.7,73.2,12.2,16.0,85.3,12.2,18.4,80.7,18.8,52.9,64.5,20.1,6.38,42.7,44.8,6.06,2.54,8.13,24.9,64.5,1.37,13.3,81.2,26.2,48.4,18.8,0.21,4.28,13.9,71.3,10.5,2.89,9.64,54.4,33.1,0.11,15.3,84.4,6.53,7.60,39.6,1.64,30.1,62.3,4.37,3.28,4.92,80.3,
20241115 TCSL248 Repstim-Plate_001-Group_001-C2 Well_018_Unmixed.fcs,76.8,31.4,2008,8757,12964,55843,1115,22534,13668,16720,96411,1695,7228,8954,65966,4639,11764,18973,31.9,78.4,17.8,1.08,2.70,63.8,69.3,5.65,88.5,9399,3664,19.8,1.66,9.37,62.2,17.0,6.64,26.8,1.36,22.2,65.1,11.3,2.27,9.89,68.1,7.02,48.3,95.8,9.78,83.2,2.70,7.03,4.86,57.8,30.3,2.16,31.4,63.8,2.70,1.08,17.8,78.4,31.9,31.4,76.8,11.9,16.5,85.4,11.9,18.9,82.0,17.2,52.4,65.9,18.7,6.99,40.7,45.6,6.69,2.55,9.24,26.2,62.0,1.41,13.4,81.3,31.4,46.8,17.2,0.24,3.43,13.1,72.8,10.6,2.48,10.0,54.7,32.7,0.24,16.8,82.7,5.08,9.57,39.7,2.16,30.3,57.8,4.86,7.03,2.70,83.2,
20241115 TCSL248 Repstim-Plate_001-Group_001-C3 Well_019_Unmixed.fcs,70.3,16.9,1181,7110,8990,33723,591,16693,10448,14418,80325,1192,5702,7208,52469,3938,8060,11076,18.2,75.7,12.8,0,6.76,70.9,72.6,5.98,86.4,7286,3693,46.6,5.77,18.8,52.9,17.3,8.75,22.6,1.83,21.1,61.3,15.9,2.34,3.51,47.5,3.44,31.5,94.7,7.35,82.4,11.5,4.05,8.11,66.2,21.6,2.03,20.3,70.9,6.76,0,12.8,75.7,18.2,16.9,70.3,9.62,21.1,88.9,9.62,24.3,77.9,21.4,47.7,55.2,31.4,5.61,44.8,43.8,5.80,2.03,7.61,26.6,63.7,1.29,9.19,78.1,20.3,49.2,21.4,0.27,4.57,14.2,74.2,6.99,2.69,7.80,53.5,36.0,0.27,16.3,83.2,4.97,5.38,39.7,2.03,21.6,66.2,8.11,4.05,11.5,82.4,
20241115 TCSL248 Repstim-Plate_001-Group_001-C4 Well_020_Unmixed.fcs,68.6,30.4,2533,9102,10993,36552,928,16365,10559,11872,79663,1212,6007,6787,51309,4824,9600,10768,26.5,77.5,9.31,0.98,5.39,71.6,73.2,5.07,88.7,7862,3587,46.5,5.03,16.4,54.5,17.5,7.98,24.1,1.61,23.0,62.1,13.3,2.21,4.23,47.0,2.55,32.4,94.0,6.71,83.3,12.3,1.96,3.92,70.1,24.0,0.98,22.1,71.6,5.39,0.98,9.31,77.5,26.5,30.4,68.6,11.8,21.9,86.5,11.8,25.0,79.7,19.7,46.9,60.1,28.1,5.38,42.2,46.3,6.13,2.11,7.28,26.8,63.8,1.09,9.22,79.1,22.1,51.9,19.7,0.27,5.36,12.2,74.6,7.83,2.61,8.52,54.4,34.5,0,16.1,83.7,5.63,6.59,40.0,0.98,24.0,70.1,3.92,1.96,12.3,83.3,
20241115 TCSL248 Repstim-Plate_001-Group_001-C5 Well_021_Unmixed.fcs,79.7,24.7,2643,10350,12741,57329,997,24379,14873,22555,99847,1684,8665,9520,67463,5381,11693,19812,32.3,77.8,17.1,0,6.96,63.3,72.9,7.49,91.5,8450,3636,21.6,1.47,9.73,61.5,17.7,7.62,27.3,1.08,21.7,66.2,11.0,2.75,11.4,64.2,7.57,48.3,95.9,9.15,86.7,5.06,6.33,3.16,63.3,27.2,2.53,27.2,63.3,6.96,0,17.1,77.8,32.3,24.7,79.7,13.0,14.4,83.7,13.0,16.8,82.2,17.2,51.3,64.2,19.2,6.79,42.7,42.8,7.72,2.08,10.7,26.3,61.0,1.38,13.2,82.1,27.2,50.9,17.2,0.13,5.91,12.1,69.9,12.1,2.96,12.8,54.4,29.8,0,17.1,82.8,6.45,8.20,44.5,2.53,27.2,63.3,3.16,6.33,5.06,86.7,
20241115 TCSL248 Repstim-Plate_001-Group_001-C6 Well_022_Unmixed.fcs,77.2,28.4,1498,10004,12269,50086,975,20687,13719,16633,97056,1596,7563,8754,66898,5511,11608,17482,29.6,71.0,20.4,1.85,4.94,56.2,71.0,6.22,89.4,8432,3631,20.6,3.06,10.2,54.9,18.0,7.74,31.9,1.89,26.4,61.3,10.5,2.52,10.4,66.5,7.03,45.0,95.9,11.0,84.6,6.79,4.32,3.09,52.5,40.1,1.85,37.0,56.2,4.94,1.85,20.4,71.0,29.6,28.4,77.2,12.3,15.6,84.4,12.3,18.2,82.3,16.7,50.5,62.7,20.1,6.56,42.6,43.5,7.33,2.37,9.84,26.6,61.2,1.48,12.9,82.6,37.0,47.5,16.7,0,3.79,12.3,71.8,12.1,2.81,10.5,54.6,32.1,0,16.7,83.3,6.59,6.87,37.7,1.85,40.1,52.5,3.09,4.32,6.79,84.6,
20241115 TCSL248 Repstim-Plate_001-Group_001-C7 Well_023_Unmixed.fcs,65.1,18.6,968,7517,10321,39415,664,26857,11505,17212,81295,1338,6596,7392,52339,4303,9531,11010,26.2,73.8,9.30,0.58,5.23,75.0,74.7,5.40,89.8,6966,3704,49.4,4.29,17.7,51.7,17.5,9.29,26.2,1.52,23.8,58.4,16.3,2.77,4.64,43.1,3.81,34.8,94.8,7.26,82.6,16.3,0.58,4.65,73.3,21.5,1.74,18.0,75.0,5.23,0.58,9.30,73.8,26.2,18.6,65.1,10.5,23.6,87.9,10.5,26.8,79.2,20.1,47.7,51.4,36.0,4.71,45.7,44.1,5.48,1.60,7.15,27.2,64.1,0.95,9.96,79.8,18.0,51.2,20.1,0.15,4.95,11.4,76.3,7.36,3.15,7.21,53.5,36.2,0,13.5,86.3,4.80,7.66,40.4,1.74,21.5,73.3,4.65,0.58,16.3,82.6,
20241115 TCSL248 Repstim-Plate_001-Group_001-C8 Well_024_Unmixed.fcs,67.0,20.8,1371,8968,10344,35648,816,17898,11497,13611,77417,1176,6492,7026,50458,4892,9535,11108,24.9,73.6,14.7,0,8.12,69.5,75.2,5.88,89.4,7664,3825,47.8,3.97,17.3,52.6,17.4,8.71,26.1,1.52,23.3,59.7,15.4,2.51,4.23,45.5,2.97,33.6,94.5,6.92,84.8,11.7,2.54,5.58,69.0,22.8,2.54,19.8,69.5,8.12,0,14.7,73.6,24.9,20.8,67.0,11.4,22.6,87.4,11.4,25.9,79.7,19.6,45.9,53.5,33.7,5.38,44.3,44.5,5.81,1.82,7.66,27.1,63.5,0.96,9.88,78.4,19.8,52.0,19.6,0.58,4.64,12.2,77.5,5.66,2.90,6.68,55.0,35.4,0,13.4,86.1,4.50,7.55,34.1,2.54,22.8,69.0,5.58,2.54,11.7,84.8,
20241115 TCSL248 Repstim-Plate_001-Group_001-D1 Well_025_Unmixed.fcs,67.0,31.2,1684,9182,13332,60233,1190,15080,13161,13323,89692,1807,6990,8646,60753,5022,12375,12618,31.9,71.4,23.9,0.36,5.43,62.7,67.8,4.32,87.5,10203,3780,14.9,1.81,6.02,65.9,22.5,8.32,26.3,2.35,20.1,67.2,10.4,2.35,13.0,69.7,6.45,50.1,95.8,15.9,85.1,4.35,1.81,2.17,61.6,34.4,1.45,30.4,62.7,5.43,0.36,23.9,71.4,31.9,31.2,67.0,13.9,19.5,83.5,13.9,22.0,81.4,17.6,56.3,68.1,11.6,7.40,35.6,49.3,7.66,3.23,9.58,26.8,60.4,1.41,16.0,81.1,30.4,46.5,17.6,0,6.04,11.6,73.5,8.91,3.66,9.50,53.0,33.9,0,13.1,86.9,6.73,7.13,36.8,1.45,34.4,61.6,2.17,1.81,4.35,85.1,
20241115 TCSL248 Repstim-Plate_001-Group_001-D2 Well_026_Unmixed.fcs,69.5,39.2,2070,10673,11596,64728,1214,21282,14688,17783,96078,1918,8053,9097,64949,5840,11126,15372,31.5,69.5,27.4,0.77,4.36,60.3,71.8,5.26,90.0,12055,3726,18.6,1.30,5.65,68.0,23.6,7.29,25.0,1.55,19.7,68.0,10.8,2.75,12.8,65.8,6.55,52.2,95.9,15.1,85.4,2.31,2.56,0.77,58.2,38.5,1.54,33.8,60.3,4.36,0.77,27.4,69.5,31.5,39.2,69.5,15.9,20.4,81.3,15.9,22.9,81.8,17.3,55.9,65.8,13.9,6.02,34.5,51.1,8.38,2.81,9.36,28.3,59.6,1.72,15.2,81.7,33.8,50.5,17.3,0,4.21,12.5,75.9,7.47,1.63,8.42,57.7,32.2,0,13.1,86.9,7.30,8.25,37.7,1.54,38.5,58.2,0.77,2.56,2.31,85.4,
20241115 TCSL248 Repstim-Plate_001-Group_001-D3 Well_027_Unmixed.fcs,70.1,20.6,14488,10463,11618,52260,950,42458,12016,27559,85388,1470,6826,9924,55638,5007,9651,13270,24.3,75.7,17.8,0.93,6.54,52.3,74.5,9.65,90.0,6948,3629,27.7,4.29,20.3,43.4,17.7,9.27,32.1,1.56,29.9,54.9,13.6,4.55,15.6,52.2,10.3,35.7,94.8,9.71,86.9,5.61,4.67,2.80,49.5,43.0,2.80,38.3,52.3,6.54,0.93,17.8,75.7,24.3,20.6,70.1,12.0,12.9,86.1,12.0,14.5,81.1,18.2,62.0,51.3,29.3,9.02,50.8,32.0,8.22,1.43,13.6,25.0,60.0,1.66,10.2,80.4,38.3,54.2,18.2,0.26,4.48,13.0,73.0,9.46,2.69,9.97,54.6,32.7,0,16.4,83.4,4.86,6.52,35.2,2.80,43.0,49.5,2.80,4.67,5.61,86.9,
20241115 TCSL248 Repstim-Plate_001-Group_001-D4 Well_028_Unmixed.fcs,80.7,20.2,1304,9633,10560,40987,790,45852,12636,30611,87611,1522,7181,10215,55976,5577,9659,16787,24.4,81.5,13.4,0.84,4.20,69.7,76.5,7.50,91.0,7176,3742,24.9,3.86,16.8,44.7,18.2,9.46,34.6,1.17,32.2,52.9,13.8,4.56,14.4,56.1,12.0,37.9,94.4,9.47,93.3,4.20,3.36,8.40,63.0,25.2,2.52,23.5,69.7,4.20,0.84,13.4,81.5,24.4,20.2,80.7,12.0,13.8,86.5,12.0,15.5,82.4,16.9,60.8,52.5,30.5,7.03,50.4,35.6,6.97,1.42,10.8,25.2,62.6,1.19,9.64,78.8,23.5,55.6,16.9,0.27,6.39,14.4,71.5,7.74,2.72,9.24,51.5,36.5,0.41,18.2,81.1,5.84,7.07,34.8,2.52,25.2,63.0,8.40,3.36,4.20,93.3,
20241115 TCSL248 Repstim-Plate_001-Group_001-D5 Well_029_Unmixed.fcs,74.7,39.4,1787,11836,16538,69631,1279,20022,16968,16124,99838,1974,9360,8853,66274,6517,13559,19087,40.2,69.8,24.1,0,2.59,62.1,71.8,6.11,91.0,10489,3670,16.9,1.83,6.48,64.8,24.5,8.56,26.9,1.31,21.7,68.4,8.52,2.82,12.0,68.3,7.11,54.5,95.4,14.4,87.4,6.03,2.01,3.45,54.9,39.7,1.44,33.9,62.1,2.59,0,24.1,69.8,40.2,39.4,74.7,14.9,22.2,82.1,14.9,24.9,81.0,18.0,55.0,64.9,14.6,6.90,36.4,48.1,8.64,2.24,10.5,30.4,56.9,1.22,15.3,81.6,33.9,51.7,18.0,0.096,4.13,13.5,72.3,10.1,2.50,9.98,55.3,32.2,0.096,14.4,85.4,7.39,8.16,37.8,1.44,39.7,54.9,3.45,2.01,6.03,87.4,
20241115 TCSL248 Repstim-Plate_001-Group_001-D6 Well_030_Unmixed.fcs,77.4,42.4,1948,12793,14434,72984,1391,21687,16876,17307,96192,1939,9838,8647,65576,7405,13515,22298,40.9,65.2,29.3,0,2.26,59.9,73.4,6.29,92.1,12044,3831,18.0,2.02,6.50,62.7,24.6,7.83,28.8,1.75,23.3,64.2,10.8,2.73,11.3,68.0,5.96,55.2,96.0,16.1,90.7,5.51,2.26,3.01,50.9,43.9,2.26,35.6,59.9,2.26,0,29.3,65.2,40.9,42.4,77.4,14.8,22.4,82.8,14.8,25.2,81.4,17.8,53.8,64.5,13.1,7.54,37.4,45.7,9.34,2.31,11.7,28.9,57.1,1.42,16.6,82.0,35.6,51.4,17.8,0,4.16,15.8,69.2,10.9,2.08,11.3,54.0,32.7,0.087,15.9,84.0,6.24,8.15,40.2,2.26,43.9,50.9,3.01,2.26,5.51,90.7,
