NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,3,4,5,6,7,8,9,10,11,12
1,2,3,4,5,6,7,8,9,10,11,12
1,2,3,4,5,6,7,8,9,10,11,12
13,14,15,16,U,T,UX,PMA,,,,
13,14,15,16,U,T,UX,PMA,,,,
13,14,15,16,U,T,UX,PMA,,,,
