A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
A7,A8,A9,A10,A11,A12,B7,B8,B9,B10,B11,B12
A13,A14,A15,A16,AU,,B13,B14,B15,B16,BU,
A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
A7,A8,A9,A10,A11,A12,B7,B8,B9,B10,B11,B12
A13,A14,A15,A16,AU,,B13,B14,B15,B16,BU,
C1,C2,C3,C4,C5,C6,C1,C2,C3,C4,C5,C6
C13,C14,C15,C16,CU,,C13,C14,C15,C16,CU,
