1.2,1.4,1.4,1.8,1.8,K,9.2,9.4,9.4,9.8,9.8,K
2.2,2.4,2.4,2.8,2.8,K,10.2,10.4,10.4,10.8,10.8,K
3.2,3.4,3.4,3.8,3.8,K,11.2,11.4,11.4,11.8,11.8,K
4.2,4.4,4.4,4.8,4.8,K,12.2,12.4,12.4,12.8,12.8,K
5.2,5.4,5.4,5.8,5.8,U,13.2,13.4,13.4,13.8,13.8,U
6.2,6.4,6.4,6.8,6.8,U,14.2,14.4,14.4,14.8,14.8,U
7.2,7.4,7.4,7.8,7.8,U,15.2,15.4,15.4,15.8,15.8,U
8.2,8.4,8.4,8.8,8.8,U,16.2,16.4,16.4,16.8,16.8,U
