NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1.6,1.6,1.6,7.6,7.6,7.6,13.6,13.6,13.6
NA,2.6,2.6,2.6,8.6,8.6,8.6,14.6,14.6,14.6
NA,3.6,3.6,3.6,9.6,9.6,9.6,15.6,15.6,15.6
NA,4.6,4.6,4.6,10.6,10.6,10.6,16.6,16.6,16.6
NA,5.6,5.6,5.6,11.6,11.6,11.6,K,K,K
NA,6.6,6.6,6.6,12.6,12.6,12.6,K,K,K
